id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
635602,4,8.0,"Week day lunch,Weekend lunch","$8-14, depending on size/type",Avengers (2012),iced tea/lemonade,Strangers,I will have some of this food item with my hot sauce,Shawarma
619892,4,15.0,"Week day lunch,Weekend lunch",$12.00 ,Chef,lemonade,Friends,A lot (hot),Shawarma
529289,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15 ,Slumdog Millionaire,Iced Tea,"Parents,Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
630738,3,10.0,"Week day dinner,Weekend dinner,At a party,Late night snack",10,none,water,"Parents,Friends,Strangers",None,Shawarma
524766,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",15,Avengers,Dairy,Siblings,A little (mild),Shawarma
522148,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9,bollywood,cola,Friends,A little (mild),Shawarma
601547,5,5.0,"Week day lunch,Weekend lunch,At a party",10 per serving,middle eastern movie,water,Friends,None,Shawarma
631046,3,7.0,Week day lunch,12,How to lose a guy in 10 days,Pepsi,"Parents,Friends,Strangers",A lot (hot),Shawarma
66222,5,10.0,"Week day lunch,Late night snack",10,Fast and Furious,Zero sugar coca cola,Strangers,A lot (hot),Shawarma
603182,3,15.0,"Week day lunch,Weekend lunch,Weekend dinner",15,None,Soda,"Parents,Siblings,Friends",A little (mild),Shawarma
632117,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","One serving of shawarma typically refers to one whole wrap, so about 11 CAD in Toronto.",Ratatouille.,Water.,"Parents,Siblings,Strangers",A lot (hot),Shawarma
630209,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10 ,The Avengers,Coke,Parents,None,Shawarma
413395,3,8.0,"Week day lunch,Week day dinner",20-Oct,Marvel Movies,Coke or Juice,Friends,A little (mild),Shawarma
386750,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",About 15 - 20 dollars,Burnt,A coca cola ,Friends,None,Shawarma
617178,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10 dollars,I thought of the anime Food Wars.,Nothing in particular– I would say water.,"Parents,Teachers",A lot (hot),Shawarma
630128,1,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$10 ,The Avengers,Any soft drink,Friends,I will have some of this food item with my hot sauce,Shawarma
628736,4,5.0,"Week day lunch,Weekend lunch","I wouldn’t pay more than a few hundred turkish lira, unless inflation increases the cost of this food item.","I don’t usually think of any movie when having this food item, but, after using google to refresh my memory, I would say Avengers because of the post-credits scene.","I would have milk and water (in separate cups of course). Milk in case it gets too spicy, and water in case it is too salty.","Friends,Strangers",A lot (hot),Shawarma
747734,3,5.0,"Week day dinner,Weekend dinner",12-20 dollars,Ponyo,sake,Friends,None,Sushi
517064,4,3.0,"Week day lunch,Week day dinner,Weekend dinner",For a single sushi? $1-2.,Kung Fu Panda,Water,"Parents,Siblings",None,Sushi
387330,1,4.0,"Week day dinner,Weekend dinner,Late night snack",$13 ,Rush Hour 3,Rice wine,"Parents,Siblings",A little (mild),Sushi
746750,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$20 ,I don't know that many movies fr,water,"Parents,Siblings,Friends",None,Sushi
629285,4,4.0,Weekend dinner,$11 ,scary movie,milk tea,Friends,None,Sushi
743488,3,3.0,Weekend lunch,$10.00 for a meal,The Menu,water,"Parents,Siblings",None,Sushi
523710,4,10.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",$6-18,"Monsters, Inc.",Coke,"Friends,Strangers",A little (mild),Sushi
635179,5,5.0,"Week day dinner,Weekend dinner,Late night snack",$13.00 ,John Wick,Water,"Parents,Siblings",None,Sushi
313562,4,6.0,"Week day lunch,Weekend lunch",$25 ,fast and furious ,water ,"Parents,Siblings,Friends",A little (mild),Sushi
712670,1,2.0,"Weekend dinner,Late night snack",1 dollar per sushi,"Sushi is from Japan so I would think about a Japanese movie. Your Name, the anime movie.",green tea or water,Friends,A little (mild),Sushi
635627,4,5.0,"Week day lunch,Week day dinner,Weekend dinner",$15 ,Kung Fu Panda,Water,Strangers,None,Sushi
524485,2,6.0,"Week day lunch,Weekend lunch,At a party,Late night snack",40,Finding Nemo,Coke,Friends,None,Sushi
632320,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12 for 6 pieces,your name,water,"Parents,Siblings",A little (mild),Sushi
633520,5,5.0,"Week day lunch,Weekend lunch,At a party",~$20,The Emoji Movie ,Water,Friends,None,Sushi
606905,5,5.0,Weekend dinner,20.99,rush hour,misso soup,"Parents,Friends",None,Sushi
393424,5,5.0,"Week day dinner,Weekend dinner",10,Rush Hour 2,Sake,Strangers,A little (mild),Sushi
618333,1,3.0,"Weekend lunch,Weekend dinner,At a party",12 CAD,None,Soju,Friends,A lot (hot),Sushi
628558,2,5.0,"Weekend lunch,Weekend dinner,At a party",$25 ,"Isle of Dogs, this film =showcases a chef making a poisoned sushi.",miso soup,"Parents,Siblings",None,Sushi
613776,4,5.0,"Weekend lunch,Weekend dinner","One serving for me would at least have to be 8 rolls, and I expect to pay $12.",John Wick: Chapter 3 - Parabellum,Jasmine Tea,Parents,None,Sushi
317214,5,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",I would expect to pay at least 20 for a small platter of sushi,I don't think of any movie.,A tea would pair well,"Parents,Siblings,Friends",A little (mild),Sushi
628093,5,6.0,Weekend lunch,$30.00 ,Cars 2.,Water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
411781,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11,"Crazy, stupid, love",Coke Zero,Friends,A little (mild),Sushi
525567,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,Crazy Rich Asians,Water,Friends,A little (mild),Sushi
634455,4,4.0,"Weekend dinner,Late night snack",8,None,Soju,Friends,A moderate amount (medium),Sushi
498848,3,8.0,"Weekend lunch,Weekend dinner",$12 ,Kill Bill,Sake,"Friends,Strangers",None,Sushi
638838,5,7.0,At a party,$25.00 ,Big Hero 6,Water,Strangers,None,Sushi
411253,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8,Tokyo Drift,sprite,"Parents,Siblings,Friends",None,Sushi
410165,5,7.0,"Week day dinner,Weekend dinner",25,ratatouille,water,Strangers,None,Sushi
608554,5,4.0,"Week day dinner,Weekend dinner",20,Breaking Bad,Water,Friends,None,Sushi
602394,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10 ,Monsters Inc,Water,"Siblings,Friends",None,Sushi
743623,4,4.0,"Week day lunch,Weekend lunch,At a party,Late night snack","$20 for high-class sushi, 8 pieces",A Silent Voice,Water or Jarritos,Friends,None,Sushi
87783,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$40 for dinner. ,Kill Bill,Coca-Cola or Beer,"Parents,Strangers",A little (mild),Sushi
632431,4,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.99$,Pokemon the first movie ,Water,Friends,A lot (hot),Sushi
744091,2,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",Mabye each sushi cost 2$?,The Wolverine,Water,Parents,None,Sushi
519570,5,5.0,"Weekend lunch,Weekend dinner",$20 ,House MD,Water,Parents,None,Sushi
744484,4,8.0,"Week day lunch,Weekend lunch,At a party,Late night snack",$10 ,Jiro Dreams of Sushi,Water,"Teachers,Strangers",A little (mild),Sushi
508149,4,5.0,"Week day lunch,Week day dinner,Weekend dinner",24,The Fast and the Furious: Tokyo Drift,Green Tea,"Parents,Friends",None,Sushi
524992,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12,Crazy Rich Asians,water,"Parents,Siblings,Friends",None,Sushi
413570,2,5.0,"Week day lunch,Weekend lunch,At a party",$5 ,Shark Tale,Green tea,"Friends,Teachers,Strangers",A moderate amount (medium),Sushi
306207,2,8.0,"Week day lunch,Weekend lunch,Late night snack",$6 ,Who am I? (Jackie Chan),Water,Friends,A little (mild),Sushi
634468,4,5.0,"Week day dinner,Weekend dinner",20,Cars 2,Tea,"Parents,Siblings,Friends",A little (mild),Sushi
522205,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15 ,Cars,Green Tea,"Parents,Siblings,Friends",None,Sushi
5978,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12 dollars,Jiro Dreams of Sushi,Water,"Siblings,Friends",None,Sushi
742611,3,1.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","Really depends on the main ingredient, usually $5-$15 for a roll.","Japanese movies, food documentaries.","stereotypically nihonshu, but maybe tea and water too.","Parents,Siblings,Friends",None,Sushi
631198,4,5.0,"Weekend lunch,Weekend dinner,At a party",12,Your Name,water,"Parents,Friends,Strangers",A lot (hot),Sushi
606150,3,6.0,"Week day lunch,Weekend lunch,Late night snack",10 CAD.,"Jiro Dreams of Sushi
--------------------",Coca Cola.,Siblings,None,Sushi
313577,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10 ,the big short,coke,"Parents,Siblings",I will have some of this food item with my hot sauce,Sushi
629700,2,3.0,"Weekend lunch,Weekend dinner",$15 ,Big Hero 6,Water,Friends,None,Sushi
630928,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13,Kodoku No Gurume,Barley tea,Parents,None,Sushi
607286,3,10.0,"Weekend lunch,Weekend dinner",$15 ,Godzilla,Milk,"Friends,Strangers",A moderate amount (medium),Sushi
607609,4,3.0,"Week day dinner,Weekend dinner",$14 ,Bullet Train,Sake,"Parents,Strangers",None,Sushi
522890,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5$ up to 20$,Anime,Water,Strangers,None,Sushi
630227,4,3.0,Weekend dinner,$30 ,Your Name,Water,Strangers,A little (mild),Sushi
603607,4,2.0,"Week day lunch,Weekend lunch,Late night snack",10,Memoirs of a Geisha,Water,Friends,None,Sushi
617029,2,4.0,"Week day dinner,Weekend dinner,Late night snack",10,G.I. Joe,Sparkling water,"Parents,Friends,Strangers",None,Sushi
617462,2,5.0,Weekend dinner,$20 ,OldBoy,Sake,Parents,None,Sushi
633001,4,4.0,"Week day lunch,Weekend lunch,At a party",10,"Monsters, Inc.",Water,Friends,None,Sushi
634690,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$18 ,Monsters Inc.,Water,Siblings,None,Sushi
630198,4,5.0,"Week day lunch,Weekend dinner",15,inception,water,"Parents,Siblings",None,Sushi
520507,2,4.0,"Week day dinner,Weekend dinner,Late night snack",$4.50 ,None,Water,"Friends,Strangers",None,Sushi
635065,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,Penguins of madagascar,Beer,"Siblings,Friends",A little (mild),Sushi
613209,1,3.0,Weekend dinner,17-18$,Jiro Dreams of Sushi,Water,Friends,None,Sushi
605452,5,5.0,"Week day lunch,Weekend lunch",25,Jiro Dreams of Sushi,Sake,Friends,A little (mild),Sushi
24137,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",25,japanese movie,water,Friends,None,Sushi
518809,1,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",6,none,coke,Parents,None,Sushi
634646,4,5.0,"Week day dinner,Weekend dinner,At a party,Late night snack",$10 ,Monsters Inc,water,"Friends,Strangers",A little (mild),Sushi
508156,3,7.0,"Week day dinner,Weekend dinner",$10 ,Crazy rich asians,Water,"Siblings,Friends",A moderate amount (medium),Sushi
632909,4,4.0,"Week day dinner,Weekend dinner",$20 ,John Wick,green tea,"Parents,Siblings,Friends",None,Sushi
414734,5,3.0,"Week day dinner,Weekend dinner",30-40$,no movie,sake,Friends,None,Sushi
630250,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",18 to 20 dollars,jiro dreams of sushi,green tea,"Parents,Friends",A lot (hot),Sushi
411810,2,3.0,"Weekend lunch,Weekend dinner",$30 ,Tokyo drift,Water,"Parents,Siblings",None,Sushi
214145,1,10.0,"Weekend lunch,At a party",10,shrek3,powerade,Teachers,A lot (hot),Sushi
628986,2,5.0,Late night snack,12.79,Aquaman,Soda,"Friends,Strangers",A moderate amount (medium),Sushi
211158,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8,None,miso soup,Friends,None,Sushi
507382,5,7.0,"Week day dinner,Weekend dinner",12 Dollars,47 Ronin,Green Tea,"Parents,Siblings",None,Sushi
522877,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$20 ,Barbie (2021),Water,"Siblings,Friends,Strangers",A little (mild),Sushi
635024,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10 dollars.,Howl's Moving Castle,Water,Friends,None,Sushi
602845,4,4.0,At a party,About $25.,I think of the Spider-Man movie.,I like traditional green tea with it.,Friends,None,Sushi
519822,4,5.0,"Week day lunch,Week day dinner",15,Madagascar,Water,"Siblings,Friends",A lot (hot),Sushi
600849,5,5.0,"Week day lunch,Weekend lunch,Weekend dinner",$5 ,Rush Hour,Water,"Siblings,Friends",None,Sushi
605148,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",One sushi roll: $15,Monsters Inc.,"Water, green tea","Siblings,Friends",None,Sushi
631600,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",I would probably expect to pay $10 for a tray of sushi,Penguins of Madagascar. There was a scene where all penguins made sushi and had to fight a big purple octopus with it.,Water,Friends,None,Sushi
716142,5,5.0,Week day lunch,$10 ,Kill Bill,Green Tea,"Parents,Siblings",A lot (hot),Sushi
525853,2,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5 to 20 dollars,Finding Nemo,Water,"Friends,Strangers",None,Sushi
835124,5,4.0,"Week day lunch,Weekend lunch,Weekend dinner",$10 ,Pokemon,Green Tea,"Parents,Friends",None,Sushi
634764,4,5.0,"Week day lunch,Late night snack",$15 ,9,Water,Friends,A little (mild),Sushi
630117,4,2.0,"Week day lunch,Weekend lunch,Weekend dinner",around 1 per piece,Japanese movie,Hot matcha,Parents,None,Sushi
631531,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",~$15-20,jiro dreams of sushi,water,Friends,None,Sushi
714062,4,3.0,"Week day dinner,Weekend dinner",At least 15 CAD,James Bond,Green Tea,Siblings,None,Sushi
629156,1,4.0,"Week day lunch,Weekend dinner,Late night snack",15,Jiro Dreams of Sushi,Green tea,Parents,None,Sushi
498563,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$6.50 ,Wags,Green tea,"Parents,Siblings",None,Sushi
625319,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5$,Your Name,Water or fruit juice.,"Friends,Teachers,Strangers",A lot (hot),Sushi
723931,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20 dollars,naruto,matcha,"Parents,Siblings",None,Sushi
526497,4,6.0,"Week day lunch,Week day dinner,At a party",$8.00 ,Notting Hill,Mango Juice,"Friends,Strangers",A moderate amount (medium),Sushi
630999,2,3.0,Weekend dinner,A box of sushi would be around 8 dollar.,None,Green tea,Friends,None,Sushi
97339,3,5.0,"Week day dinner,Weekend dinner",$3 ,The Wolverine,Water,"Siblings,Friends",None,Sushi
631909,4,5.0,"Week day dinner,Weekend dinner",$5 ,Rush Hour 2,Green Tea,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
625349,3,5.0,"Week day dinner,Weekend dinner,Late night snack",14,Made in Abyss: Dawn of the Deep Soul,Bubble Milk Tea,Friends,None,Sushi
632299,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20 dollars,Madagascar,Tea,Parents,A little (mild),Sushi
616634,1,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7,The Wolverine,Water,"Parents,Siblings,Friends",None,Sushi
616836,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10 ,Kung Fu Panda,Diet Coke,"Siblings,Strangers",None,Sushi
609116,4,5.0,"Week day dinner,Weekend dinner,At a party",$10 ,Your Name,tea,Friends,A little (mild),Sushi
626789,3,5.0,"Week day lunch,Weekend lunch",14,None,diet coke,Friends,None,Sushi
504599,2,5.0,"Week day dinner,Weekend dinner",15 CAD for 8 pieces,Meitantei Konan,Barley tea,"Parents,Friends",None,Sushi
632684,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,Cars,Coca Cola,"Friends,Strangers",None,Sushi
522967,4,5.0,"Week day lunch,Weekend lunch,Weekend dinner",35,the last samurai,water,"Parents,Siblings,Friends",None,Sushi
632893,4,4.0,Weekend dinner,$20 ,ShangChi,Water,"Parents,Siblings,Friends",None,Sushi
632156,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","Taking one set as one serving, I would expect to pay $20.",I don't have a movie I think of when I think of sushi.,I would pair tea with sushi.,"Parents,Siblings,Strangers",A little (mild),Sushi
603582,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20 CAD,Godzilla,Rice wine,"Parents,Siblings,Friends",None,Sushi
626754,5,3.0,"Week day dinner,Weekend lunch,Weekend dinner",$15 ,Bullet Train,Water,Friends,None,Sushi
298481,3,12.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$9-$40,Avengers,Milk Tea,"Parents,Friends",None,Sushi
631583,5,4.0,"Week day dinner,Weekend dinner,At a party,Late night snack",8,"**************
Johnny English
**************",ALCOHOLIC SAKE,"Friends,Teachers",None,Sushi
718026,5,4.0,"Week day dinner,Weekend dinner",20,tokyo drift,pepsi,"Parents,Friends",None,Sushi
616713,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",25,Billions - TV Show,Sake,"Parents,Siblings,Friends",None,Sushi
602533,2,4.0,"Week day lunch,Week day dinner,Weekend dinner",10,Rush Hour,Water,Parents,None,Sushi
522345,4,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",One serving of sushi would be $16,Madagascar 2,straight soy sauce by the gallon,"Parents,Friends",A moderate amount (medium),Sushi
629758,4,5.0,"Week day dinner,Weekend dinner",around 17 dollars,Weathering with You,tea,"Parents,Siblings",None,Sushi
631496,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10 ,The Fast and the Furious: Tokyo Drift,Water,Friends,A little (mild),Sushi
491374,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10-25 Canadian dollars,None,Hot Tea,"Parents,Friends",None,Sushi
632051,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,Godzilla,Bubble Tea,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Sushi
409930,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$5 to $25,Nothing,tea,"Parents,Siblings,Friends,Strangers",None,Sushi
632975,3,5.0,"Week day lunch,Weekend lunch,At a party",15,No movie,Water,"Friends,Teachers",A lot (hot),Sushi
407221,4,3.0,"Week day dinner,Weekend dinner",$15 ,"Monsters, Inc.",Pepsi,Friends,A little (mild),Sushi
204508,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10 ,ip man,tea,"Parents,Siblings,Friends",None,Sushi
618700,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,John Wick: Chapter 4,tea,"Parents,Siblings,Friends",None,Sushi
627792,5,6.0,"Week day dinner,Weekend dinner,At a party",15 CAD.,Isle of Dogs.,Water.,"Parents,Siblings",None,Sushi
712054,3,3.0,"Weekend dinner,At a party,Late night snack",$20 ,Star Wars,Barley Tea,"Siblings,Friends",A little (mild),Sushi
631881,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10-20,Jiro Dreams of Sushi,Sake or sparkling water,"Siblings,Friends",A moderate amount (medium),Sushi
716188,2,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$15 ,Anime,tea,"Friends,Strangers",None,Sushi
628744,5,8.0,"Week day lunch,Weekend lunch,At a party,Late night snack",$8-10,finding nemo,Water,"Parents,Siblings",None,Sushi
604132,2,2.0,"Week day dinner,Weekend dinner",12,Anime,Water,"Parents,Siblings",None,Sushi
629807,4,6.0,"Week day lunch,Week day dinner,Weekend lunch",20,Rush hour,water,Friends,A moderate amount (medium),Sushi
741428,4,6.0,"Weekend dinner,At a party",$13 ,None,None,Parents,None,Sushi
633024,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",12,N.A. (I only watched a few movies so I cannot think of any movie related to Sushi),water,Friends,A little (mild),Sushi
631221,3,2.0,"Week day dinner,Weekend dinner,At a party","$12

 ",Your name,Tea,Friends,None,Sushi
601983,3,5.0,"Week day dinner,Weekend dinner,At a party",13,Django Unchained,Tea,"Parents,Siblings,Friends",A little (mild),Sushi
603007,1,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5 dollars,The samurai,Ramune,"Parents,Friends",None,Sushi
601217,4,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7 CAD,Oppenheimer,Diet coke,"Parents,Siblings,Friends",None,Sushi
629221,4,6.0,"Week day dinner,Weekend dinner,At a party",$17 ,Big Hero 6,Water,Parents,None,Sushi
634705,3,5.0,Week day dinner,$12 ,Shang-Chi and the Legend of the Ten Rings,Water,"Friends,Strangers",A moderate amount (medium),Sushi
630070,4,15.0,"Week day dinner,Weekend dinner,Late night snack",$15 ,Karate kid II,No Drink,"Parents,Friends,Strangers",None,Sushi
630006,5,10.0,"Week day lunch,Weekend lunch,At a party",$15 ,Crazy Rich Asians,Mango Pulp,"Siblings,Friends",A little (mild),Sushi
629072,4,5.0,"Weekend lunch,Weekend dinner,At a party",$20 ,Rush Hour,Soup,Parents,None,Sushi
630044,1,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",Perhaps 7 dollars.,Midnight Diner,Tea,"Parents,Siblings,Friends",None,Sushi
626026,2,4.0,"Week day dinner,Weekend dinner,At a party,Late night snack",8$,7 samurai.,Water.,"Parents,Siblings,Friends,Teachers",None,Sushi
520303,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",40,Godzilla,tea,"Siblings,Friends",None,Sushi
630972,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",22 bucks,Finding Nemo,Water,"Parents,Siblings,Friends",None,Sushi
630948,5,3.0,"Week day dinner,Weekend dinner",12,Finding Nemo,water,Strangers,None,Sushi
626778,5,6.0,"Week day dinner,Weekend dinner",$15 ,Cars 2,Coke Zero,"Parents,Siblings,Friends",None,Sushi
631181,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",17,Rush hour,water,Parents,None,Sushi
633541,2,6.0,Weekend dinner,20,Casablanca,Water,"Parents,Friends",A little (mild),Sushi
630098,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,At a party",10 dollar,Jiro Dreams of Sushi ,Water.,Parents,None,Sushi
629959,2,2.0,"Week day lunch,Weekend lunch,At a party",10 dollars,Pacific Rim,Water,"Siblings,Friends",None,Sushi
633097,2,5.0,"Week day lunch,Week day dinner",$6 ,Train to Busan,Sake,"Parents,Friends",A little (mild),Sushi
605290,3,5.0,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",$10/serving,"Love, hard",Matcha tea,Friends,None,Sushi
629869,4,5.0,Weekend dinner,20,shogun,diet brisk,Siblings,A little (mild),Sushi
632868,5,6.0,"Weekend lunch,Weekend dinner,At a party",One serving would be expected around $6. ,Finding Nemo was the first movie in my mind. ,I would have water to pair with this food. ,"Siblings,Friends",None,Sushi
209691,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",I would expect to pay $15 for one serving of this food item.,I think of Your Name when thinking of this food item.,I would pair green tea with this food item.,"Friends,Teachers,Strangers",None,Sushi
600915,3,7.0,At a party,20,Kung Fu Panda,Water,Strangers,None,Sushi
525420,2,3.0,"Week day lunch,Late night snack",$8 ,My neighbor Totoro,Ramune,"Friends,Strangers",None,Sushi
414710,5,4.0,"At a party,Late night snack",$12 CAD,Rush Hour,Water,"Teachers,Strangers",A little (mild),Sushi
629985,4,4.0,"Week day dinner,Weekend dinner",$10 ,The Room,Water,Strangers,A lot (hot),Sushi
523128,5,6.0,"Week day dinner,Weekend dinner",20,Fallen Angels,Sake,"Siblings,Friends",None,Sushi
727410,5,6.0,Weekend dinner,$50 ,totoro,water,Parents,None,Sushi
616457,2,2.0,"Weekend lunch,Weekend dinner,At a party",20,isle of dogs,sake,"Parents,Siblings",None,Sushi
206487,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Ten dollar,Japanese movie,Coke,"Parents,Friends",None,Sushi
68949,2,4.0,Week day lunch,$7-$12 depending on the size,My Neighbor Totoro,"Water, Tea or Lemonade",Friends,A moderate amount (medium),Sushi
419835,5,6.0,"Week day dinner,Weekend dinner",14,Big Hero 6,Water,Friends,None,Sushi
745732,4,3.0,"Week day dinner,Weekend dinner",20 to 35 dollars.,Shin-chan the Movie: Chounouryoku Daikessen - Tobe Tobe Temakizushi).,coca cola,Friends,None,Sushi
543739,1,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,Monsters Inc,Water,Friends,None,Sushi
410380,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,John Wick,Sake,"Parents,Friends,Strangers",None,Sushi
385307,2,2.0,"Week day lunch,Weekend dinner,At a party",15,John Wick ,soup ,Parents,None,Sushi
634566,5,5.0,"Week day dinner,Weekend dinner",20,Shanghai Noon,Sake ,"Parents,Friends",A moderate amount (medium),Sushi
625818,4,4.0,Weekend dinner,15$,Big Hero 6,Water,Siblings,A little (mild),Sushi
631164,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$5-$10,Spirited away,Water,Strangers,A little (mild),Sushi
603130,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$12 ,Finding Nemo,Yakult,"Parents,Friends",None,Sushi
229211,4,3.0,"Week day dinner,Weekend dinner,At a party",$16 ,One Piece,Miso soup,"Parents,Siblings,Friends",None,Sushi
626849,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$6.00 ,Turning Red,Water,"Siblings,Friends",A little (mild),Sushi
634650,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15 ,Madagascar,Water,"Parents,Siblings,Friends",None,Sushi
632125,4,4.0,"Week day dinner,Weekend dinner",$10 ,Turning Red,Water,"Friends,Strangers",None,Sushi
